pmid,id,arm_num,difficulty,feedback,group_1_dose,group_1_duration,group_1_intervention_name,group_1_intervention_type,group_1_route,group_1_sample_size,group_1_schedule,group_2_dose,group_2_duration,group_2_intervention_name,group_2_intervention_type,group_2_route,group_2_sample_size,group_2_schedule,group_3_dose,group_3_duration,group_3_intervention_name,group_3_intervention_type,group_3_route,group_3_sample_size,group_3_schedule,group_4_dose,group_4_duration,group_4_intervention_name,group_4_intervention_type,group_4_route,group_4_sample_size,group_4_schedule,group_5_dose,group_5_duration,group_5_intervention_name,group_5_intervention_type,group_5_route,group_5_sample_size,group_5_schedule,group_6_dose,group_6_duration,group_6_intervention_name,group_6_intervention_type,group_6_route,group_6_sample_size,group_6_schedule,group_7_dose,group_7_duration,group_7_intervention_name,group_7_intervention_type,group_7_route,group_7_sample_size,group_7_schedule,group_8_dose,group_8_duration,group_8_intervention_name,group_8_intervention_type,group_8_route,group_8_sample_size,group_8_schedule,over_eight_groups,share_duration,shared_duration_yn,shared_dose,shared_dose_yn,shared_intervention_name,shared_intervention_name_yn,shared_intervention_type,shared_intervention_type_yn,shared_route,shared_route_yn,shared_sample_size,shared_sample_size_yn,shared_schedule,shared_schedule_yn,orig__golden,abstract,pmid,title
16183776,1824249980,three,4,,,,control (n = 14),Physical,,14,,,,", low intensity training (LIST; n = 18; 55% 1RM),",Physical,,18,,,,high intensity training (HIST; n = 20; 82% 1RM) group,Physical,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 week,TRUE,na,TRUE,"Strength training and detraining effects on muscular strength, anaerobic power, and mobility of inactive older men are intensity dependent.",TRUE,Physical,TRUE,na,TRUE,,,na,TRUE,,"Although strength training (ST) enhances physical function in the elderly, little is known about the effect of training intensity on training and detraining adaptations in musculoskeletal fitness.<br /><br />To determine the effect of exercise intensity on strength, anaerobic power, and mobility of older men subjected to a 24 week ST protocol followed by prolonged detraining.<br /><br />Fifty two healthy but inactive older men (mean (SD) age 71.2 (4.1) years) were assigned to a control (n = 14), low intensity training (LIST; n = 18; 55% 1RM), or high intensity training (HIST; n = 20; 82% 1RM) group. They carried out a 24 week, whole body (10 exercises, two to three sets/exercise) ST programme followed by a 48 week detraining period. Upper and lower body strength, anaerobic power (Wingate testing), and mobility (timed up and go, walking, climbing stairs) were measured at baseline and immediately after training and during detraining.<br /><br />Although low intensity training improved (p<0.05) strength (42-66%), anaerobic power (10%), and mobility (5-7%), high intensity training elicited greater (p<0.05) gains (63-91% in strength, 17-25% in anaerobic power, 9-14% in mobility). All training induced gains in the LIST group had been abolished after four to eight months of detraining, whereas in the HIST group strength and mobility gains were maintained throughout detraining. However, anaerobic power had returned to baseline levels after four months of detraining in both groups.<br /><br />Higher intensity training protocols induce greater gains in strength, anaerobic power, and whole body physical function of older men. Moreover, higher intensity training may maintain the gains for more prolonged periods after training ceases.",16183776,"Strength training and detraining effects on muscular strength, anaerobic power, and mobility of inactive older men are intensity dependent."
16183776,1825905237,two,5,,,,"Strength training and detraining effects on muscular strength, anaerobic power, and mobility of inactive older men are intensity dependent.",Physical,,,,,,"Strength training and detraining effects on muscular strength, anaerobic power, and mobility of inactive older men are intensity dependent.",Physical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 week,TRUE,n/a,TRUE,"Strength training and detraining effects on muscular strength, anaerobic power, and mobility of inactive older men are intensity dependent.",TRUE,Physical,TRUE,n/a,TRUE,52,TRUE,n/a,TRUE,,"Although strength training (ST) enhances physical function in the elderly, little is known about the effect of training intensity on training and detraining adaptations in musculoskeletal fitness.<br /><br />To determine the effect of exercise intensity on strength, anaerobic power, and mobility of older men subjected to a 24 week ST protocol followed by prolonged detraining.<br /><br />Fifty two healthy but inactive older men (mean (SD) age 71.2 (4.1) years) were assigned to a control (n = 14), low intensity training (LIST; n = 18; 55% 1RM), or high intensity training (HIST; n = 20; 82% 1RM) group. They carried out a 24 week, whole body (10 exercises, two to three sets/exercise) ST programme followed by a 48 week detraining period. Upper and lower body strength, anaerobic power (Wingate testing), and mobility (timed up and go, walking, climbing stairs) were measured at baseline and immediately after training and during detraining.<br /><br />Although low intensity training improved (p<0.05) strength (42-66%), anaerobic power (10%), and mobility (5-7%), high intensity training elicited greater (p<0.05) gains (63-91% in strength, 17-25% in anaerobic power, 9-14% in mobility). All training induced gains in the LIST group had been abolished after four to eight months of detraining, whereas in the HIST group strength and mobility gains were maintained throughout detraining. However, anaerobic power had returned to baseline levels after four months of detraining in both groups.<br /><br />Higher intensity training protocols induce greater gains in strength, anaerobic power, and whole body physical function of older men. Moreover, higher intensity training may maintain the gains for more prolonged periods after training ceases.",16183776,"Strength training and detraining effects on muscular strength, anaerobic power, and mobility of inactive older men are intensity dependent."
16183776,1831131280,two,5,,,,strength training (ST),Physical,,,,,,strength training (ST),Physical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 week,TRUE,n/a,TRUE,strength training (ST),TRUE,Physical,TRUE,n/a,TRUE,52,TRUE,n/a,TRUE,,"Although strength training (ST) enhances physical function in the elderly, little is known about the effect of training intensity on training and detraining adaptations in musculoskeletal fitness.<br /><br />To determine the effect of exercise intensity on strength, anaerobic power, and mobility of older men subjected to a 24 week ST protocol followed by prolonged detraining.<br /><br />Fifty two healthy but inactive older men (mean (SD) age 71.2 (4.1) years) were assigned to a control (n = 14), low intensity training (LIST; n = 18; 55% 1RM), or high intensity training (HIST; n = 20; 82% 1RM) group. They carried out a 24 week, whole body (10 exercises, two to three sets/exercise) ST programme followed by a 48 week detraining period. Upper and lower body strength, anaerobic power (Wingate testing), and mobility (timed up and go, walking, climbing stairs) were measured at baseline and immediately after training and during detraining.<br /><br />Although low intensity training improved (p<0.05) strength (42-66%), anaerobic power (10%), and mobility (5-7%), high intensity training elicited greater (p<0.05) gains (63-91% in strength, 17-25% in anaerobic power, 9-14% in mobility). All training induced gains in the LIST group had been abolished after four to eight months of detraining, whereas in the HIST group strength and mobility gains were maintained throughout detraining. However, anaerobic power had returned to baseline levels after four months of detraining in both groups.<br /><br />Higher intensity training protocols induce greater gains in strength, anaerobic power, and whole body physical function of older men. Moreover, higher intensity training may maintain the gains for more prolonged periods after training ceases.",16183776,"Strength training and detraining effects on muscular strength, anaerobic power, and mobility of inactive older men are intensity dependent."
16724337,1824199924,two,4,,,,hepatic artery,Surgical,,,,,,portal vein revascularization,Surgical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 min,TRUE,na,TRUE,Hemodynamic profile and tissular oxygenation in orthotopic liver transplantation: Influence of hepatic artery or portal vein revascularization of the graft.,TRUE,Surgical,TRUE,na,TRUE,30,TRUE,na,TRUE,,"We performed a prospective, randomized study of adult patients undergoing orthotopic liver transplantation, comparing hemodynamic and tissular oxygenation during reperfusion of the graft. In 30 patients, revascularization was started through the hepatic artery (i.e., initial arterial revascularization) and 10 minutes later the portal vein was unclamped; in 30 others, revascularization was started through the portal vein (i.e., initial portal revascularization) and 10 minutes later the hepatic artery was unclamped. The primary endpoints of the study were mean systemic arterial pressure and the gastric-end-tidal carbon dioxide partial pressure (PCO(2)) difference. The secondary endpoints were other hemodynamic and metabolic data. The pattern of the hemodynamic parameters and tissue oxygenation values during the dissection and anhepatic stages were similar in both groups At the first unclamping, initial portal revascularization produced higher values of mean pulmonary pressure (25 +/- 7 mm of Hg vs. 17 +/- 4 mm of Hg; P < 0.05) and wedge and central venous pressures. At the second unclamping, initial portal revascularization produced higher values of cardiac output and mean arterial pressure (87 +/- 15 mm of Hg vs. 79 +/- 15 mm of Hg; P < 0.05) and pulmonary blood pressure. Postreperfusion syndrome was present in 13 patients (42.5%) in the arterial group and in 11 patients (36%) in the portal group. During revascularization, the values of gastric and arterial pH decreased in both groups and recovered at the end of the procedure, but were more accentuated in the initial arterial revascularization group. In conclusion, we found that initial arterial revascularization of the graft increases pulmonary pressure less markedly, so it may be indicated for those patients with poor pulmonary and cardiac reserve. Nevertheless, for the remaining patients, initial portal revascularization offers more favorable hemodynamic and metabolic behavior, less inotropic drug use, and earlier normalization of lactate and pH values.<br /><br />(c) 2006 AASLD",16724337,Hemodynamic profile and tissular oxygenation in orthotopic liver transplantation: Influence of hepatic artery or portal vein revascularization of the graft.
16724337,1824415841,two,5,,n/a,n/a,Hemodynamic profile and tissular oxygenation in orthotopic liver transplantation,Not Sure,n/a,,n/a,n/a,n/a,n/a,Not Sure,n/a,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemodynamic profile and tissular oxygenation in orthotopic liver transplantation,TRUE,,,,,30,TRUE,,,,"We performed a prospective, randomized study of adult patients undergoing orthotopic liver transplantation, comparing hemodynamic and tissular oxygenation during reperfusion of the graft. In 30 patients, revascularization was started through the hepatic artery (i.e., initial arterial revascularization) and 10 minutes later the portal vein was unclamped; in 30 others, revascularization was started through the portal vein (i.e., initial portal revascularization) and 10 minutes later the hepatic artery was unclamped. The primary endpoints of the study were mean systemic arterial pressure and the gastric-end-tidal carbon dioxide partial pressure (PCO(2)) difference. The secondary endpoints were other hemodynamic and metabolic data. The pattern of the hemodynamic parameters and tissue oxygenation values during the dissection and anhepatic stages were similar in both groups At the first unclamping, initial portal revascularization produced higher values of mean pulmonary pressure (25 +/- 7 mm of Hg vs. 17 +/- 4 mm of Hg; P < 0.05) and wedge and central venous pressures. At the second unclamping, initial portal revascularization produced higher values of cardiac output and mean arterial pressure (87 +/- 15 mm of Hg vs. 79 +/- 15 mm of Hg; P < 0.05) and pulmonary blood pressure. Postreperfusion syndrome was present in 13 patients (42.5%) in the arterial group and in 11 patients (36%) in the portal group. During revascularization, the values of gastric and arterial pH decreased in both groups and recovered at the end of the procedure, but were more accentuated in the initial arterial revascularization group. In conclusion, we found that initial arterial revascularization of the graft increases pulmonary pressure less markedly, so it may be indicated for those patients with poor pulmonary and cardiac reserve. Nevertheless, for the remaining patients, initial portal revascularization offers more favorable hemodynamic and metabolic behavior, less inotropic drug use, and earlier normalization of lactate and pH values.<br /><br />(c) 2006 AASLD",16724337,Hemodynamic profile and tissular oxygenation in orthotopic liver transplantation: Influence of hepatic artery or portal vein revascularization of the graft.
16724337,1830360541,two,4,,,,Revascularization through the portal artery,Surgical,,,,,,Revascularization through the hepatic artery,Surgical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 minutes,TRUE,Unknown,TRUE,,,,,Unknown,TRUE,30,TRUE,Unknown,TRUE,,"We performed a prospective, randomized study of adult patients undergoing orthotopic liver transplantation, comparing hemodynamic and tissular oxygenation during reperfusion of the graft. In 30 patients, revascularization was started through the hepatic artery (i.e., initial arterial revascularization) and 10 minutes later the portal vein was unclamped; in 30 others, revascularization was started through the portal vein (i.e., initial portal revascularization) and 10 minutes later the hepatic artery was unclamped. The primary endpoints of the study were mean systemic arterial pressure and the gastric-end-tidal carbon dioxide partial pressure (PCO(2)) difference. The secondary endpoints were other hemodynamic and metabolic data. The pattern of the hemodynamic parameters and tissue oxygenation values during the dissection and anhepatic stages were similar in both groups At the first unclamping, initial portal revascularization produced higher values of mean pulmonary pressure (25 +/- 7 mm of Hg vs. 17 +/- 4 mm of Hg; P < 0.05) and wedge and central venous pressures. At the second unclamping, initial portal revascularization produced higher values of cardiac output and mean arterial pressure (87 +/- 15 mm of Hg vs. 79 +/- 15 mm of Hg; P < 0.05) and pulmonary blood pressure. Postreperfusion syndrome was present in 13 patients (42.5%) in the arterial group and in 11 patients (36%) in the portal group. During revascularization, the values of gastric and arterial pH decreased in both groups and recovered at the end of the procedure, but were more accentuated in the initial arterial revascularization group. In conclusion, we found that initial arterial revascularization of the graft increases pulmonary pressure less markedly, so it may be indicated for those patients with poor pulmonary and cardiac reserve. Nevertheless, for the remaining patients, initial portal revascularization offers more favorable hemodynamic and metabolic behavior, less inotropic drug use, and earlier normalization of lactate and pH values.<br /><br />(c) 2006 AASLD",16724337,Hemodynamic profile and tissular oxygenation in orthotopic liver transplantation: Influence of hepatic artery or portal vein revascularization of the graft.
17109365,1824170116,two,4,,,,locoregional anesthesia,Radiotherapy,,,,,,general anesthesia,Radiotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,TRUE,na,TRUE,General versus locoregional anesthesia in carotid surgery: a prospective randomised trial.,TRUE,Radiotherapy,TRUE,na,TRUE,186,TRUE,na,TRUE,,"To evaluate the influence of anesthetic technique on perioperative neurological and cardiopulmonary complication rates in patients undergoing carotid endarterectomy.<br /><br />186 patients with symptomatic internal carotid artery (ICA) stenosis > 70% or asymptomatic ICA stenosis > 80% were prospectively randomized for either locoregional (LA) or general anesthesia (GA).<br /><br />Neurological complication rates were similar in both groups (GA 2% vs. LA 2%). Cardiopulmonary complication rates were not significantly different (GA 4% vs LA 1%). There were no stroke-related deaths, but one patient from the GA group died from severe postoperative pneumonia. Thus, a significant difference in combined stroke/cardiopulmonary related death between the two groups (GA 1% vs LA 0%) could not be found. However, perioperative cardiopulmonary monitoring showed that significantly more patients operated under general anesthesia had hypertensive events, with systolic blood pressure values greater than 180 mmHg on postoperative day one. There were no differences in the number of postoperatively hypotensive episodes (systolic blood pressure values < 100 mmHg) between the two groups.<br /><br />Significant differences in the perioperative neurological and cardiopulmonary complication rates between general and locoregional anesthesia in patients undergoing carotid endarterectomy could not be observed.",17109365,General versus locoregional anesthesia in carotid surgery: a prospective randomised trial.
17109365,1824319622,two,5,,n/a,n/a,General versus locoregional anesthesia in carotid surgery,Not Sure,n/a,,n/a,n/a,n/a,General versus locoregional anesthesia in carotid surgery,Not Sure,n/a,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General versus locoregional anesthesia in carotid surgery,TRUE,,,,,186,TRUE,,,,"To evaluate the influence of anesthetic technique on perioperative neurological and cardiopulmonary complication rates in patients undergoing carotid endarterectomy.<br /><br />186 patients with symptomatic internal carotid artery (ICA) stenosis > 70% or asymptomatic ICA stenosis > 80% were prospectively randomized for either locoregional (LA) or general anesthesia (GA).<br /><br />Neurological complication rates were similar in both groups (GA 2% vs. LA 2%). Cardiopulmonary complication rates were not significantly different (GA 4% vs LA 1%). There were no stroke-related deaths, but one patient from the GA group died from severe postoperative pneumonia. Thus, a significant difference in combined stroke/cardiopulmonary related death between the two groups (GA 1% vs LA 0%) could not be found. However, perioperative cardiopulmonary monitoring showed that significantly more patients operated under general anesthesia had hypertensive events, with systolic blood pressure values greater than 180 mmHg on postoperative day one. There were no differences in the number of postoperatively hypotensive episodes (systolic blood pressure values < 100 mmHg) between the two groups.<br /><br />Significant differences in the perioperative neurological and cardiopulmonary complication rates between general and locoregional anesthesia in patients undergoing carotid endarterectomy could not be observed.",17109365,General versus locoregional anesthesia in carotid surgery: a prospective randomised trial.
17109365,1829147969,two,,,,,locoregional anesthesia  (LA),Pharmacological,,,,,,general anesthesia (GA),Pharmacological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,TRUE,NA,TRUE,,,Pharmacological,TRUE,NA,TRUE,186,TRUE,NA,TRUE,,"To evaluate the influence of anesthetic technique on perioperative neurological and cardiopulmonary complication rates in patients undergoing carotid endarterectomy.<br /><br />186 patients with symptomatic internal carotid artery (ICA) stenosis > 70% or asymptomatic ICA stenosis > 80% were prospectively randomized for either locoregional (LA) or general anesthesia (GA).<br /><br />Neurological complication rates were similar in both groups (GA 2% vs. LA 2%). Cardiopulmonary complication rates were not significantly different (GA 4% vs LA 1%). There were no stroke-related deaths, but one patient from the GA group died from severe postoperative pneumonia. Thus, a significant difference in combined stroke/cardiopulmonary related death between the two groups (GA 1% vs LA 0%) could not be found. However, perioperative cardiopulmonary monitoring showed that significantly more patients operated under general anesthesia had hypertensive events, with systolic blood pressure values greater than 180 mmHg on postoperative day one. There were no differences in the number of postoperatively hypotensive episodes (systolic blood pressure values < 100 mmHg) between the two groups.<br /><br />Significant differences in the perioperative neurological and cardiopulmonary complication rates between general and locoregional anesthesia in patients undergoing carotid endarterectomy could not be observed.",17109365,General versus locoregional anesthesia in carotid surgery: a prospective randomised trial.
17336652,1824154370,three,4,,,,"P falciparum,",Vaccines,,466,,,,"P vivax,",Vaccines,,175,,,,mixture of both species,Vaccines,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,TRUE,NA,TRUE,"Two fixed-dose artemisinin combinations for drug-resistant falciparum and vivax malaria in Papua, Indonesia: an open-label randomised comparison.",TRUE,Vaccines,TRUE,NA,TRUE,,,NA,TRUE,,"The burden of Plasmodium vivax infections has been underappreciated, especially in southeast Asia where chloroquine resistant strains have emerged. Our aim was to compare the safety and efficacy of dihydroartemisinin-piperaquine with that of artemether-lumefantrine in patients with uncomplicated malaria caused by multidrug-resistant P falciparum and P vivax.<br /><br />774 patients in southern Papua, Indonesia, with slide-confirmed malaria were randomly assigned to receive either artemether-lumefantrine or dihydroartemisinin-piperaquine and followed up for at least 42 days. The primary endpoint was the overall cumulative risk of parasitological failure at day 42 with a modified intention-to-treat analysis. This trial is registered with ClinicalTrials.gov, trial number 00157833.<br /><br />Of the 754 evaluable patients enrolled, 466 had infections with P falciparum, 175 with P vivax, and 113 with a mixture of both species. The overall risk of failure at day 42 was 43% (95% CI 38-48) for artemether-lumefantrine and 19% (14-23) for dihydroartemisinin-piperaquine (hazard ratio=3.0, 95% CI 2.2-4.1, p<0.0001). After correcting for reinfections, the risk of recrudescence of P falciparum was 4.4% (2.6-6.2) with no difference between regimens. Recurrence of vivax occurred in 38% (33-44) of patients given artemether-lumefantrine compared with 10% (6.9-14.0) given dihydroartemisinin-piperaquine (p<0.0001). At the end of the study, patients receiving dihydroartemisinin-piperaquine were 2.0 times (1.2-3.6) less likely to be anaemic and 6.6 times (2.8-16) less likely to carry vivax gametocytes than were those given artemether-lumefantrine.<br /><br />Both dihydroartemisinin-piperaquine and artemether-lumefantrine were safe and effective for the treatment of multidrug-resistant uncomplicated malaria. However, dihydroartemisinin-piperaquine provided greater post-treatment prophylaxis than did artemether-lumefantrine, reducing P falciparum reinfections and P vivax recurrences, the clinical public-health importance of which should not be ignored.",17336652,"Two fixed-dose artemisinin combinations for drug-resistant falciparum and vivax malaria in Papua, Indonesia: an open-label randomised comparison."
17336652,1824306339,two,5,,n/a,,dihydroartemisinin-piperaquine,Not Sure,n/a,,n/a,n/a,,artemether-lumefantrine,Not Sure,n/a,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 days,TRUE,,,dihydroartemisinin-piperaquine,TRUE,,,,,774,TRUE,,,,"The burden of Plasmodium vivax infections has been underappreciated, especially in southeast Asia where chloroquine resistant strains have emerged. Our aim was to compare the safety and efficacy of dihydroartemisinin-piperaquine with that of artemether-lumefantrine in patients with uncomplicated malaria caused by multidrug-resistant P falciparum and P vivax.<br /><br />774 patients in southern Papua, Indonesia, with slide-confirmed malaria were randomly assigned to receive either artemether-lumefantrine or dihydroartemisinin-piperaquine and followed up for at least 42 days. The primary endpoint was the overall cumulative risk of parasitological failure at day 42 with a modified intention-to-treat analysis. This trial is registered with ClinicalTrials.gov, trial number 00157833.<br /><br />Of the 754 evaluable patients enrolled, 466 had infections with P falciparum, 175 with P vivax, and 113 with a mixture of both species. The overall risk of failure at day 42 was 43% (95% CI 38-48) for artemether-lumefantrine and 19% (14-23) for dihydroartemisinin-piperaquine (hazard ratio=3.0, 95% CI 2.2-4.1, p<0.0001). After correcting for reinfections, the risk of recrudescence of P falciparum was 4.4% (2.6-6.2) with no difference between regimens. Recurrence of vivax occurred in 38% (33-44) of patients given artemether-lumefantrine compared with 10% (6.9-14.0) given dihydroartemisinin-piperaquine (p<0.0001). At the end of the study, patients receiving dihydroartemisinin-piperaquine were 2.0 times (1.2-3.6) less likely to be anaemic and 6.6 times (2.8-16) less likely to carry vivax gametocytes than were those given artemether-lumefantrine.<br /><br />Both dihydroartemisinin-piperaquine and artemether-lumefantrine were safe and effective for the treatment of multidrug-resistant uncomplicated malaria. However, dihydroartemisinin-piperaquine provided greater post-treatment prophylaxis than did artemether-lumefantrine, reducing P falciparum reinfections and P vivax recurrences, the clinical public-health importance of which should not be ignored.",17336652,"Two fixed-dose artemisinin combinations for drug-resistant falciparum and vivax malaria in Papua, Indonesia: an open-label randomised comparison."
17336652,1825411429,two,,,,,artemether-lumefantrine,Pharmacological,,,,,,dihydroartemisinin-piperaquine,Pharmacological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,followed up at 42 days,TRUE,not stated,TRUE,,,Pharmacological,TRUE,not stated,TRUE,774,TRUE,not stated,TRUE,,"The burden of Plasmodium vivax infections has been underappreciated, especially in southeast Asia where chloroquine resistant strains have emerged. Our aim was to compare the safety and efficacy of dihydroartemisinin-piperaquine with that of artemether-lumefantrine in patients with uncomplicated malaria caused by multidrug-resistant P falciparum and P vivax.<br /><br />774 patients in southern Papua, Indonesia, with slide-confirmed malaria were randomly assigned to receive either artemether-lumefantrine or dihydroartemisinin-piperaquine and followed up for at least 42 days. The primary endpoint was the overall cumulative risk of parasitological failure at day 42 with a modified intention-to-treat analysis. This trial is registered with ClinicalTrials.gov, trial number 00157833.<br /><br />Of the 754 evaluable patients enrolled, 466 had infections with P falciparum, 175 with P vivax, and 113 with a mixture of both species. The overall risk of failure at day 42 was 43% (95% CI 38-48) for artemether-lumefantrine and 19% (14-23) for dihydroartemisinin-piperaquine (hazard ratio=3.0, 95% CI 2.2-4.1, p<0.0001). After correcting for reinfections, the risk of recrudescence of P falciparum was 4.4% (2.6-6.2) with no difference between regimens. Recurrence of vivax occurred in 38% (33-44) of patients given artemether-lumefantrine compared with 10% (6.9-14.0) given dihydroartemisinin-piperaquine (p<0.0001). At the end of the study, patients receiving dihydroartemisinin-piperaquine were 2.0 times (1.2-3.6) less likely to be anaemic and 6.6 times (2.8-16) less likely to carry vivax gametocytes than were those given artemether-lumefantrine.<br /><br />Both dihydroartemisinin-piperaquine and artemether-lumefantrine were safe and effective for the treatment of multidrug-resistant uncomplicated malaria. However, dihydroartemisinin-piperaquine provided greater post-treatment prophylaxis than did artemether-lumefantrine, reducing P falciparum reinfections and P vivax recurrences, the clinical public-health importance of which should not be ignored.",17336652,"Two fixed-dose artemisinin combinations for drug-resistant falciparum and vivax malaria in Papua, Indonesia: an open-label randomised comparison."
17347121,1824231546,two,4,,,,MI intervention,Psychological,,,,,,minimal control condition,Psychological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,TRUE,na,TRUE,Preliminary feasibility and efficacy of a brief motivational intervention with psychophysiological feedback for cocaine abuse.,TRUE,Psychological,TRUE,na,TRUE,31,TRUE,na,TRUE,,"Motivational interviewing (MI) with personalized feedback, particularly related to biological markers of risk or harm, has been found effective for alcohol use disorders, but has not been fully investigated in cocaine use disorders. A randomized, controlled pilot study evaluating the feasibility and preliminary efficacy of a brief MI intervention using EEG/ERP graphical feedback for cocaine abusers was conducted. Treatment-seeking cocaine abusers (N = 31) were randomly assigned to a two-session MI intervention or a minimal control condition. All participants received EEG assessments at intake and post-treatment. Results indicated that the MI intervention was feasible and the subjective impact of the EEG feedback was positive. Significant group differences in percentage of cocaine positive urine screens across the study were found, favoring the MI group; 84.9% for the control group and 62.6% in the MI group, p < .05. Further research must determine the specific conditions under which MI is most appropriate and efficacious.",17347121,Preliminary feasibility and efficacy of a brief motivational intervention with psychophysiological feedback for cocaine abuse.
17347121,1825058170,two,5,,,,Preliminary feasibility and efficacy of a brief motivational intervention with psychophysiological feedback for cocaine abuse.,Not Sure,,,,,,Preliminary feasibility and efficacy of a brief motivational intervention with psychophysiological feedback for cocaine abuse.,Not Sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,TRUE,n/a,TRUE,Preliminary feasibility and efficacy of a brief motivational intervention with psychophysiological feedback for cocaine abuse.,TRUE,Not Sure,TRUE,n/a,TRUE,31,TRUE,n/a,TRUE,,"Motivational interviewing (MI) with personalized feedback, particularly related to biological markers of risk or harm, has been found effective for alcohol use disorders, but has not been fully investigated in cocaine use disorders. A randomized, controlled pilot study evaluating the feasibility and preliminary efficacy of a brief MI intervention using EEG/ERP graphical feedback for cocaine abusers was conducted. Treatment-seeking cocaine abusers (N = 31) were randomly assigned to a two-session MI intervention or a minimal control condition. All participants received EEG assessments at intake and post-treatment. Results indicated that the MI intervention was feasible and the subjective impact of the EEG feedback was positive. Significant group differences in percentage of cocaine positive urine screens across the study were found, favoring the MI group; 84.9% for the control group and 62.6% in the MI group, p < .05. Further research must determine the specific conditions under which MI is most appropriate and efficacious.",17347121,Preliminary feasibility and efficacy of a brief motivational intervention with psychophysiological feedback for cocaine abuse.
17347121,1830987485,two,3,,,,Motivational interviewing,Psychological,,,Twice,,,Minimal control condition,Not Sure,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,TRUE,Unknown,TRUE,,,,,None,TRUE,Unknown,TRUE,,,,"Motivational interviewing (MI) with personalized feedback, particularly related to biological markers of risk or harm, has been found effective for alcohol use disorders, but has not been fully investigated in cocaine use disorders. A randomized, controlled pilot study evaluating the feasibility and preliminary efficacy of a brief MI intervention using EEG/ERP graphical feedback for cocaine abusers was conducted. Treatment-seeking cocaine abusers (N = 31) were randomly assigned to a two-session MI intervention or a minimal control condition. All participants received EEG assessments at intake and post-treatment. Results indicated that the MI intervention was feasible and the subjective impact of the EEG feedback was positive. Significant group differences in percentage of cocaine positive urine screens across the study were found, favoring the MI group; 84.9% for the control group and 62.6% in the MI group, p < .05. Further research must determine the specific conditions under which MI is most appropriate and efficacious.",17347121,Preliminary feasibility and efficacy of a brief motivational intervention with psychophysiological feedback for cocaine abuse.
17525906,1824212180,two,4,,,,DNR either as a 1-h,Pharmacological,,85,1 hrs,,,24-h infusion,Pharmacological,,93,24 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 hrs,TRUE,36 mg/m,TRUE,Daunorubicin-induced cell kill with 1-hour versus 24-hour infusions: a randomized comparison in children with newly diagnosed acute lymphoblastic leukemia.,TRUE,Pharmacological,TRUE,na,TRUE,,,,,,"Daunorubicin (DNR) is one of the most important drugs in treatment of acute lymphoblastic leukemia (ALL). Prolonged infusions of anthracyclines are less cardiotoxic but it has not been investigated whether the in vivo leukemic cell kill is equivalent to short-term infusions.<br /><br />In the cooperative treatment study COALL-92 for childhood ALL 178 patients were randomized to receive in a therapeutic window a single dose of 36 mg/m (2) DNR either as a 1-h (85 patients) or 24-h infusion (93 patients). Daily measurements of white blood cell count (WBC) and peripheral blood smears for seven days could be evaluated centrally in 101 patients (1-h: 43 patients, 24-h: 58 patients).<br /><br />The proportional decline of blasts at day 7 after DNR infusion showed no statistically significant difference between the two treatment arms. At day 3 the median percentage of blasts was less than 10%, at day 7 less than 2% for either the 1-h or 24-h infusion. Twelve patients (1-h: 5 patients, 24-h: 7 patients) had an absolute number of more than 1000 blasts per mul peripheral blood (PB) at day 7 after DNR infusion (DNR poor responders). Kaplan-Meier analysis showed an equal probability of EFS for the short- and long-term infusion group (24-h: 83%+/-5; 1-h: 81+/-6) after a median observation time of 12.3 years.<br /><br />We conclude that in children with ALL a 24-h infusion of DNR has the same in vivo cytotoxicity for leukemic cells as a 1-h infusion. This offers the possibility to use prolonged infusions with hopefully less cardiotoxicity without loss of efficacy.",17525906,Daunorubicin-induced cell kill with 1-hour versus 24-hour infusions: a randomized comparison in children with newly diagnosed acute lymphoblastic leukemia.
